Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
379,Surgical and medical instrument manufacturing,8001,Tax on Production and Imports,0
380,Surgical appliance and supplies manufacturing,5001,Employee Compensation,0
380,Surgical appliance and supplies manufacturing,6001,Proprietor Income,0
380,Surgical appliance and supplies manufacturing,7001,Other Property Type Income,0
380,Surgical appliance and supplies manufacturing,8001,Tax on Production and Imports,0
381,Dental equipment and supplies manufacturing,5001,Employee Compensation,0
381,Dental equipment and supplies manufacturing,6001,Proprietor Income,0
381,Dental equipment and supplies manufacturing,7001,Other Property Type Income,0
381,Dental equipment and supplies manufacturing,8001,Tax on Production and Imports,0
382,Ophthalmic goods manufacturing,5001,Employee Compensation,0
382,Ophthalmic goods manufacturing,6001,Proprietor Income,0
382,Ophthalmic goods manufacturing,7001,Other Property Type Income,0
382,Ophthalmic goods manufacturing,8001,Tax on Production and Imports,0
383,Dental laboratories,5001,Employee Compensation,0
383,Dental laboratories,6001,Proprietor Income,0
383,Dental laboratories,7001,Other Property Type Income,0
383,Dental laboratories,8001,Tax on Production and Imports,0
384,Jewelry and silverware manufacturing,5001,Employee Compensation,0
384,Jewelry and silverware manufacturing,6001,Proprietor Income,0
384,Jewelry and silverware manufacturing,7001,Other Property Type Income,0
384,Jewelry and silverware manufacturing,8001,Tax on Production and Imports,0
385,Sporting and athletic goods manufacturing,20,Extraction of natural gas and crude petroleum,6.7747756060780335E-05
385,Sporting and athletic goods manufacturing,50,Natural gas distribution,0.0058646338736463577
385,Sporting and athletic goods manufacturing,62,Maintenance and repair construction of nonresidential structures,0.0054979614908018393
385,Sporting and athletic goods manufacturing,134,Sawmills,0.015027951100883286
385,Sporting and athletic goods manufacturing,138,Reconstituted wood product manufacturing,0.0002587350587709026
385,Sporting and athletic goods manufacturing,145,All other miscellaneous wood product manufacturing,0.0029335315750776692
385,Sporting and athletic goods manufacturing,154,Printing,0.0056208623212358755
385,Sporting and athletic goods manufacturing,180,Polish and other sanitation good manufacturing,3.1771885196564152E-05
385,Sporting and athletic goods manufacturing,195,Other plastics product manufacturing,2.0753459833906828E-05
385,Sporting and athletic goods manufacturing,206,Ready-mix concrete manufacturing,5.3453436676165718E-07
385,Sporting and athletic goods manufacturing,236,Handtool manufacturing,1.6221221843687754E-06
385,Sporting and athletic goods manufacturing,261,Other fabricated metal manufacturing,3.1358801572627494E-05
385,Sporting and athletic goods manufacturing,278,Industrial mold manufacturing,6.5930121920875048E-06
385,Sporting and athletic goods manufacturing,282,Rolling mill and other metalworking machinery manufacturing,7.7891525539545791E-07
385,Sporting and athletic goods manufacturing,346,Motor vehicle body manufacturing,1.1675068602701647E-07
385,Sporting and athletic goods manufacturing,356,Other motor vehicle parts manufacturing,0.0002509577305922616
385,Sporting and athletic goods manufacturing,378,Blind and shade manufacturing,1.0208063910450982E-05
385,Sporting and athletic goods manufacturing,385,Sporting and athletic goods manufacturing,0.00064698381633664093
385,Sporting and athletic goods manufacturing,395,Wholesale trade,0.086467361529718456
385,Sporting and athletic goods manufacturing,396,Retail - Motor vehicle and parts dealers,0.0032780554031008879
385,Sporting and athletic goods manufacturing,397,Retail - Furniture and home furnishings stores,3.8456203255831246E-06
385,Sporting and athletic goods manufacturing,398,Retail - Electronics and appliance stores,7.8703760666226847E-07
385,Sporting and athletic goods manufacturing,399,Retail - Building material and garden equipment and supplies stores,2.1847448897628456E-05
385,Sporting and athletic goods manufacturing,401,Retail - Health and personal care stores,4.4838902015653529E-05
385,Sporting and athletic goods manufacturing,402,Retail - Gasoline stores,3.7046775670013026E-05
385,Sporting and athletic goods manufacturing,403,Retail - Clothing and clothing accessories stores,1.999423884630337E-05
385,Sporting and athletic goods manufacturing,404,"Retail - Sporting goods, hobby, musical instrument and book stores",7.7679962132886152E-06
385,Sporting and athletic goods manufacturing,406,Retail - Miscellaneous store retailers,3.5838665672495267E-05
385,Sporting and athletic goods manufacturing,407,Retail - Nonstore retailers,0.00012816243491898215
385,Sporting and athletic goods manufacturing,411,Truck transportation,0.0085753280011671706
385,Sporting and athletic goods manufacturing,412,Transit and ground passenger transportation,0.0035752883610960795
385,Sporting and athletic goods manufacturing,413,Pipeline transportation,9.7014517523032976E-06
385,Sporting and athletic goods manufacturing,414,Scenic and sightseeing transportation and support activities for transportation,0.010140903509230914
385,Sporting and athletic goods manufacturing,416,Warehousing and storage,0.0017633945331392564
385,Sporting and athletic goods manufacturing,417,Newspaper publishers,0.017574188367804888
385,Sporting and athletic goods manufacturing,425,Radio and television broadcasting,0.021658652106091858
385,Sporting and athletic goods manufacturing,427,Wired telecommunications carriers,0.0032465233864828469
385,Sporting and athletic goods manufacturing,432,Internet publishing and broadcasting and web search portals,0.0027289370489034376
385,Sporting and athletic goods manufacturing,433,Monetary authorities and depository credit intermediation,0.0066777809940019028
385,Sporting and athletic goods manufacturing,434,Nondepository credit intermediation and related activities,0.0011964715892684441
385,Sporting and athletic goods manufacturing,437,Insurance carriers,0.00038457963590468255
385,Sporting and athletic goods manufacturing,438,"Insurance agencies, brokerages, and related activities",0.0045296475813827453
385,Sporting and athletic goods manufacturing,440,Real estate,0.0018380127868817403
385,Sporting and athletic goods manufacturing,443,General and consumer goods rental except video tapes and discs,0.00014529850048174749
385,Sporting and athletic goods manufacturing,445,Commercial and industrial machinery and equipment rental and leasing,0.00067278866577960908
385,Sporting and athletic goods manufacturing,446,Lessors of nonfinancial intangible assets,0.027297428035067961
385,Sporting and athletic goods manufacturing,447,Legal services,0.0059248510102140328
385,Sporting and athletic goods manufacturing,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.012791621883883053
385,Sporting and athletic goods manufacturing,449,"Architectural, engineering, and related services",0.0046074262293434309
385,Sporting and athletic goods manufacturing,451,Custom computer programming services,1.7163655465373979E-05
385,Sporting and athletic goods manufacturing,452,Computer systems design services,3.0711671551577691E-05
385,Sporting and athletic goods manufacturing,454,Management consulting services,0.0043160086979686374
385,Sporting and athletic goods manufacturing,456,Scientific research and development services,0.00011046801656923802
385,Sporting and athletic goods manufacturing,457,"Advertising, public relations, and related services",0.054370122950908595
385,Sporting and athletic goods manufacturing,462,Office administrative services,0.00063647632931594297
385,Sporting and athletic goods manufacturing,464,Employment services,0.00095018311283581042
385,Sporting and athletic goods manufacturing,465,Business support services,0.00093838496675838212
385,Sporting and athletic goods manufacturing,466,Travel arrangement and reservation services,0.00042606877717822622
385,Sporting and athletic goods manufacturing,467,Investigation and security services,0.00055607239827009866
385,Sporting and athletic goods manufacturing,468,Services to buildings,0.0011842839719106851
385,Sporting and athletic goods manufacturing,469,Landscape and horticultural services,0.00028020773452782852
385,Sporting and athletic goods manufacturing,471,Waste management and remediation services,0.0032978763562942215
385,Sporting and athletic goods manufacturing,488,Performing arts companies,1.6503835207077179E-05
385,Sporting and athletic goods manufacturing,492,"Independent artists, writers, and performers",0.00098511897852603808
385,Sporting and athletic goods manufacturing,496,Other amusement and recreation industries,0.00049974046602148728
385,Sporting and athletic goods manufacturing,497,Fitness and recreational sports centers,0.00035823129656532837
385,Sporting and athletic goods manufacturing,499,"Hotels and motels, including casino hotels",3.7798025358712871E-05
